"","comparison","Orthogroup","Protein_ofav","Protein_ssid","lpv_ssid","lpv_ofav","annot_ofav","annot_ssid","KOG_ofav","KOG_ssid"
"25","LC_CC","OG0008761","Ofaveolata022640","Ssiderea050122",-1.08867647140721,1.59744474692699,"carbohydrate binding","carbohydrate binding","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"26","LC_CC","OG0008881","Ofaveolata025437","Ssiderea039806",1.27922708257751,1.66724071961546,"peptidase inhibitor activity","positive regulation of epithelial to mesenchymal transition","","Function Unknown"
"27","LC_CC","OG0009918","Ofaveolata025486","Ssiderea039868",1.08882194059472,-1.61243671731311,"dolichyl-diphosphooligosaccharide-protein glycotransferase activity","dolichyl-diphosphooligosaccharide-protein glycotransferase activity","",""
"28","LC_CC","OG0010375","Ofaveolata025189","Ssiderea021604",1.6667168186813,1.46844551335222,"structural constituent of cuticle","structural constituent of cuticle","Cell cycle control, cell division, chromosome partitioning","Cell cycle control, cell division, chromosome partitioning"
"29","LC_CC","OG0010777","Ofaveolata034148","Ssiderea031598",4.63980099895212,2.73643004941293,"Egl-9 family hypoxia-inducible factor","Egl-9 family hypoxia-inducible factor","Signal transduction mechanisms","Signal transduction mechanisms"
"30","LC_CC","OG0011553","Ofaveolata032672","Ssiderea052054",1.03812050527686,1.07844018509982,"Carboxypeptidase","Carboxypeptidase","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"31","LC_CC","OG0011819","Ofaveolata002587","Ssiderea024437",1.25925624769155,-1.02884143809577,"Bcl2-/adenovirus E1B nineteen kDa-interacting protein 2","Bcl2-/adenovirus E1B nineteen kDa-interacting protein 2","Nucleotide transport and metabolism","Nucleotide transport and metabolism"
"32","LC_CC","OG0012678","Ofaveolata029819","Ssiderea023968",1.13427667790857,1.21830185912115,"coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway","coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway","Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport"
"33","LC_CC","OG0013203","Ofaveolata003394","Ssiderea029890",-1.08074532819672,-1.4524930499488,"DDB1- and CUL4-associated factor 10","DDB1- and CUL4-associated factor 10","Transcription","Transcription"
"34","CH_CC","OG0000133","Ofaveolata018073","Ssiderea002867",-2.31008123971921,-5.37923032248275,"Multidrug resistance-associated protein 1","ATPase activity, coupled to transmembrane movement of substances","Secondary metabolites biosynthesis, transport and catabolism","Secondary metabolites biosynthesis, transport and catabolism"
"35","CH_CC","OG0000290","Ofaveolata010939","Ssiderea019959",-2.25987336062409,1.05890231775868,"GTPase activity","GTPase activity",NA,"Function Unknown"
"36","CH_CC","OG0000360","Ofaveolata007753","Ssiderea009076",-1.63913004298733,-2.86971579240222,"Spondin 2b, extracellular matrix protein","Spondin 1, extracellular matrix protein","Extracellular structures","Extracellular structures"
"37","CH_CC","OG0000365","Ofaveolata032821","Ssiderea053815",1.97236593689036,2.06359807553409,"heat shock","heat shock","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"38","CH_CC","OG0000418","Ofaveolata015488","Ssiderea013867",-1.72175392225952,-1.0873807836101,NA,"CUB and zona pellucida-like domain-containing protein",NA,"Function Unknown"
"39","CH_CC","OG0001035","Ofaveolata013447","Ssiderea000550",-14.3992448349844,-1.59042113681739,"ammonium transmembrane transporter activity","ammonium transmembrane transporter activity","Inorganic ion transport and metabolism","Inorganic ion transport and metabolism"
"40","CH_CC","OG0001054","Ofaveolata026401","Ssiderea038678",3.48516315213603,4.42828232544931,"V-maf avian musculoaponeurotic fibrosarcoma oncogene homolog","lens fiber cell differentiation","Transcription","Transcription"
"41","CH_CC","OG0001060","Ofaveolata021998","Ssiderea023406",2.88747294328351,2.25736455584409,"tumor necrosis factor-activated receptor activity","Tumor necrosis factor receptor / nerve growth factor receptor repeats.","Signal transduction mechanisms","Function Unknown"
"42","CH_CC","OG0001085","Ofaveolata027609","Ssiderea042330",-8.7179163702075,-6.73250020203439,"Sterol-sensing domain of SREBP cleavage-activation","Sterol-sensing domain of SREBP cleavage-activation","Lipid transport and metabolism","Lipid transport and metabolism"
"43","CH_CC","OG0001135","Ofaveolata029867","Ssiderea039160",-1.78159782975437,-1.60699839204511,"positive regulation of epithelial to mesenchymal transition","positive regulation of epithelial to mesenchymal transition",NA,"Function Unknown"
"44","CH_CC","OG0001245","Ofaveolata013966","Ssiderea043968",-1.84354797715907,-5.52881687832864,"ATPase activity, coupled to transmembrane movement of substances","ATPase activity, coupled to transmembrane movement of substances","Lipid transport and metabolism","Lipid transport and metabolism"
"45","CH_CC","OG0001372","Ofaveolata014693","Ssiderea004543",-1.96701100443161,-1.42541565973382,"alpha-L-fucosidase activity","alpha-L-fucosidase activity","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism"
"46","CH_CC","OG0001471","Ofaveolata001616","Ssiderea026735",-1.00187742927649,-6.87880048590158,"DOMON domain-containing protein","Ferric-chelate reductase","Intracellular trafficking, secretion, and vesicular transport","Signal transduction mechanisms"
"47","CH_CC","OG0001522","Ofaveolata024604","Ssiderea005862",-1.04004744696096,-1.44075914450443,"lipid catabolic process","Phospholipase B domain containing 2","Signal transduction mechanisms","Signal transduction mechanisms"
"48","CH_CC","OG0001552","Ofaveolata018305","Ssiderea018612",-4.34688691346741,-1.49218435979516,"negative regulation of ectoderm development","negative regulation of ectoderm development","",""
"49","CH_CC","OG0001581","Ofaveolata022011","Ssiderea023382",6.07181196727921,3.14536836222228,NA,"Tumor necrosis factor receptor / nerve growth factor receptor repeats.",NA,"Function Unknown"
"50","CH_CC","OG0001587","Ofaveolata007545","Ssiderea006776",-4.46006102296186,1.84475148096015,"tyrosinase","tyrosinase",NA,"Function Unknown"
"51","CH_CC","OG0001686","Ofaveolata000104","Ssiderea021959",-3.72631290497511,-3.33993242619867,"PX domain","PX domain","Signal transduction mechanisms","Signal transduction mechanisms"
"52","CH_CC","OG0001711","Ofaveolata009170","Ssiderea035562",-3.63645609843585,-1.21010801682483,"glutamate-cysteine ligase activity","glutamate-cysteine ligase activity","Coenzyme transport and metabolism","Coenzyme transport and metabolism"
"53","CH_CC","OG0001917","Ofaveolata008800","Ssiderea008234",1.15936083872489,1.49679072179333,"Integrin-alpha FG-GAP repeat-containing protein 2","germinal center B cell differentiation","Signal transduction mechanisms","Function Unknown"
"54","CH_CC","OG0002249","Ofaveolata027035","Ssiderea018181",-1.74467194136805,1.44424346181025,NA,"non-membrane spanning protein tyrosine kinase activity",NA,""
"55","CH_CC","OG0002339","Ofaveolata024971","Ssiderea021220",9.49898654033401,1.38366900096074,"Synaptic vesicle membrane protein VAT-1 homolog","Synaptic vesicle membrane protein VAT-1 homolog","Energy production and conversion","Energy production and conversion"
"56","CH_CC","OG0002356","Ofaveolata031896","Ssiderea007305",-3.86107691992068,-5.26092174217819,"thioredoxin-disulfide reductase activity","thioredoxin-disulfide reductase activity","Energy production and conversion","Energy production and conversion"
"57","CH_CC","OG0002408","Ofaveolata007767","Ssiderea009243",6.2081015353431,1.3620446435698,"unfolded protein binding","unfolded protein binding","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"58","CH_CC","OG0002597","Ofaveolata028471","Ssiderea042652",1.08703818813822,2.48383663758226,"betaine-homocysteine S-methyltransferase activity","betaine-homocysteine S-methyltransferase activity","Amino acid transport and metabolism","Amino acid transport and metabolism"
"59","CH_CC","OG0002629","Ofaveolata013050","Ssiderea001426",-25.6307647849003,-15.9818790622975,"adiponectin receptor","adiponectin receptor","Signal transduction mechanisms","Signal transduction mechanisms"
"60","CH_CC","OG0002668","Ofaveolata009577","Ssiderea058053",1.53167333592702,-1.03143050851954,"Mitochondrial carrier protein","Mitochondrial carrier protein","Energy production and conversion","Energy production and conversion"
"61","CH_CC","OG0002759","Ofaveolata006196","Ssiderea053428",-1.11019157243725,-1.2492765407432,"Ribosomal protein L30p/L7e","Ribosomal protein L30p/L7e","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis"
"62","CH_CC","OG0002827","Ofaveolata005263","Ssiderea015872",2.29576406988009,-6.72663369539301,"negative chemotaxis","structural constituent of cuticle",NA,"Cell cycle control, cell division, chromosome partitioning"
"63","CH_CC","OG0002922","Ofaveolata001863","Ssiderea050453",-1.54731243359583,-1.07345720678295,"Belongs to the universal ribosomal protein uL1 family","Belongs to the universal ribosomal protein uL1 family","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis"
"64","CH_CC","OG0002933","Ofaveolata004714","Ssiderea042375",2.60374950774424,-1.05598859869178,"Disintegrin and metalloproteinase domain-containing protein","metalloendopeptidase activity","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"65","CH_CC","OG0003044","Ofaveolata014443","Ssiderea057624",-1.6480395229508,-1.26068994013772,"gamma-glutamyl-peptidase activity","gamma-glutamyl-peptidase activity","Coenzyme transport and metabolism","Coenzyme transport and metabolism"
"66","CH_CC","OG0003046","Ofaveolata029525","Ssiderea054712",2.18388262461542,1.63901462213604,"Interferon induced with helicase C domain 1","Interferon induced with helicase C domain 1","RNA processing and modification","RNA processing and modification"
"67","CH_CC","OG0003076","Ofaveolata026396","Ssiderea038683",15.2840143609537,1.50274837348946,"abducens nerve formation","abducens nerve formation","Transcription","Transcription"
"68","CH_CC","OG0003131","Ofaveolata003761","Ssiderea028731",-2.69013675514522,-2.96191443589407,"methylenetetrahydrofolate reductase (NAD(P)H) activity","methylenetetrahydrofolate reductase (NAD(P)H) activity","Amino acid transport and metabolism","Amino acid transport and metabolism"
"69","CH_CC","OG0003165","Ofaveolata030220","Ssiderea027372",1.09785628451657,6.44092241530099,"thioesterase binding","Tnf receptor-associated factor 2","Signal transduction mechanisms","Posttranslational modification, protein turnover, chaperones"
"70","CH_CC","OG0003684","Ofaveolata014115","Ssiderea003510",-5.03508429309701,-3.19083096984387,"Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome","Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis"
"71","CH_CC","OG0003692","Ofaveolata002357","Ssiderea012861",1.14668033288513,-3.6252752226722,"acidic dipeptidase","acidic dipeptidase","",""
"72","CH_CC","OG0003737","Ofaveolata017050","Ssiderea052614",-1.22190838639018,-2.72346564258853,NA,"SAP domain containing ribonucleoprotein",NA,"Cell cycle control, cell division, chromosome partitioning"
"73","CH_CC","OG0003754","Ofaveolata013958","Ssiderea043984",-1.1115888527335,-1.62308681481055,"TENA/THI-4/PQQC family","TENA/THI-4/PQQC family","Transcription","Transcription"
"74","CH_CC","OG0003759","Ofaveolata019842","Ssiderea012242",1.16486415739131,3.30818795448238,"cytoskeletal anchoring at plasma membrane","cytoskeletal anchoring at plasma membrane","Extracellular structures","Extracellular structures"
"75","CH_CC","OG0003815","Ofaveolata028767","Ssiderea027809",-8.56453884899335,-8.96415525828793,"PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides","PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"76","CH_CC","OG0003844","Ofaveolata032467","Ssiderea034725",-1.34191277398823,-5.81329107267847,"purine-rich negative regulatory element binding","purine-rich negative regulatory element binding","Transcription","Transcription"
"77","CH_CC","OG0003896","Ofaveolata014756","Ssiderea004756",-3.08085603697704,-1.63146539356576,"zinc ion transmembrane transporter activity","zinc ion transmembrane transporter activity","Inorganic ion transport and metabolism","Inorganic ion transport and metabolism"
"78","CH_CC","OG0003901","Ofaveolata009315","Ssiderea035673",1.20272381039013,1.9741887534072,"mitochondrial transport","mitochondrial transport","Energy production and conversion","Energy production and conversion"
"79","CH_CC","OG0003938","Ofaveolata034028","Ssiderea031960",9.45503825427611,3.23325262750156,"protein kinase activity","myosin light chain kinase activity","Signal transduction mechanisms","Signal transduction mechanisms"
"80","CH_CC","OG0003951","Ofaveolata017695","Ssiderea046918",-1.53120306103928,-3.90842000486479,"positive regulation of TOR signaling","positive regulation of TOR signaling","Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport"
"81","CH_CC","OG0004065","Ofaveolata034137","Ssiderea031554",1.12792764473796,1.00549957008483,"response to hypoxia","response to hypoxia","Transcription","Transcription"
"82","CH_CC","OG0004075","Ofaveolata010918","Ssiderea019927",-3.37562553148943,-8.53465760108486,"L-gulonolactone oxidase-like","L-gulonolactone oxidase-like","Defense mechanisms","Defense mechanisms"
"83","CH_CC","OG0004083","Ofaveolata005246","Ssiderea010152",2.68476015389985,1.66220414961243,"PEST proteolytic signal containing nuclear protein","PEST proteolytic signal containing nuclear protein",NA,"Function Unknown"
"84","CH_CC","OG0004139","Ofaveolata030646","Ssiderea054350",-3.73526270419079,-1.34866445911133,NA,"Transferrin",NA,"Extracellular structures"
"85","CH_CC","OG0004166","Ofaveolata015811","Ssiderea033818",-1.29928850328781,-1.10006206217316,"Myeloid lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","Myeloid lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)",NA,"Function Unknown"
"86","CH_CC","OG0004183","Ofaveolata029083","Ssiderea013771",-3.51674122110857,-3.01044833693964,"calcium, potassium:sodium antiporter activity","calcium, potassium:sodium antiporter activity","",""
"87","CH_CC","OG0004231","Ofaveolata025838","Ssiderea055516",-1.09853764433641,-1.07061486201793,"Belongs to the 5'-nucleotidase family","Belongs to the 5'-nucleotidase family","Nucleotide transport and metabolism","Nucleotide transport and metabolism"
"88","CH_CC","OG0004276","Ofaveolata015184","Ssiderea051137",-7.66361131179225,-1.6745960398214,"recombination hotspot binding","recombination hotspot binding","Transcription","Transcription"
"89","CH_CC","OG0004300","Ofaveolata001752","Ssiderea026962",-7.62010350367919,-3.46083734522521,"adenosine kinase activity","adenosine kinase activity","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism"
"90","CH_CC","OG0004341","Ofaveolata013097","Ssiderea001380",-1.42677434788817,-4.42698167894511,"Activating molecule in BECN1-regulated autophagy protein","Activating molecule in BECN1-regulated autophagy protein",NA,"Function Unknown"
"91","CH_CC","OG0004388","Ofaveolata010126","Ssiderea049489",2.58759014539517,7.30209524446606,"enhancer sequence-specific DNA binding","enhancer sequence-specific DNA binding",NA,"Function Unknown"
"92","CH_CC","OG0004437","Ofaveolata024852","Ssiderea020916",3.08085603697704,7.09856356143612,"abducens nerve formation","abducens nerve formation","Transcription","Transcription"
"93","CH_CC","OG0004469","Ofaveolata020047","Ssiderea056512",-2.5807801749579,-2.39761106028836,"Nucleoporin","Nucleoporin","",""
"94","CH_CC","OG0004489","Ofaveolata011442","Ssiderea019354",2.87379248753139,4.6263524930406,"protein phosphatase inhibitor activity","protein phosphatase inhibitor activity","",""
"95","CH_CC","OG0004522","Ofaveolata032820","Ssiderea053812",-6.96132628847205,-5.33233982788927,NA,"ubiquitin binding",NA,"Function Unknown"
"96","CH_CC","OG0004546","Ofaveolata028893","Ssiderea014319",2.06362104922779,2.57001186825353,NA,"Hemicentin 1",NA,"Signal transduction mechanisms"
"97","CH_CC","OG0004551","Ofaveolata029233","Ssiderea034377",-2.08900600051838,-1.48940008555429,"Ubiquitin-conjugating enzyme","Ubiquitin-conjugating enzyme","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"98","CH_CC","OG0004565","Ofaveolata002833","Ssiderea013425",4.32587369955358,5.46545563253685,"Sulfide quinone","Sulfide quinone","Energy production and conversion","Energy production and conversion"
"99","CH_CC","OG0004628","Ofaveolata027059","Ssiderea042164",-1.44646045014902,-4.52698156232055,"glycerol ether metabolic process","glycerol ether metabolic process","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"100","CH_CC","OG0004650","Ofaveolata034244","Ssiderea053590",-13.8371926352842,-11.7019991620187,"ATPase activity, coupled to transmembrane movement of substances","ATPase activity, coupled to transmembrane movement of substances","Lipid transport and metabolism","Lipid transport and metabolism"
"101","CH_CC","OG0004661","Ofaveolata019723","Ssiderea011990",-2.3189283754086,-10.9181636102557,"ATP-dependent chromatin remodeling","ATP-dependent chromatin remodeling","Transcription","Transcription"
"102","CH_CC","OG0004694","Ofaveolata014777","Ssiderea004702",1.37676642960554,3.24880075077759,"intracellular chloride channel activity","intracellular chloride channel activity","Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport"
"103","CH_CC","OG0004710","Ofaveolata015394","Ssiderea038280",1.83117819729227,2.09455452287841,"cyclin-dependent protein serine/threonine kinase activity","cyclin-dependent protein serine/threonine kinase activity","Signal transduction mechanisms","Signal transduction mechanisms"
"104","CH_CC","OG0004721","Ofaveolata002455","Ssiderea024974",1.90228287632674,3.33204597525771,"cytoskeletal anchoring at plasma membrane","cytoskeletal anchoring at plasma membrane","Cytoskeleton","Cytoskeleton"
"105","CH_CC","OG0004739","Ofaveolata028816","Ssiderea014506",-1.0852379690072,-3.62872172044744,"calcium ion binding","calcium ion binding",NA,"Function Unknown"
"106","CH_CC","OG0004911","Ofaveolata034075","Ssiderea031748",1.83173179921345,1.26741678872645,"phosphatidic acid transporter activity","phosphatidic acid transporter activity","Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport"
"107","CH_CC","OG0004978","Ofaveolata014006","Ssiderea043935",5.97598079311279,9.94799586754967,"Histone H1-delta-like","Histone H1-delta-like","Chromatin structure and dynamics","Chromatin structure and dynamics"
"108","CH_CC","OG0005009","Ofaveolata012900","Ssiderea001517",1.49583064959989,1.12971647638943,"positive regulation of smoothened signaling pathway","Signal peptide, CUB and EGF-like domain-containing protein 3","Signal transduction mechanisms","Signal transduction mechanisms"
"109","CH_CC","OG0005030","Ofaveolata017502","Ssiderea046730",-1.37121235746341,-1.92818681643448,"O-acyltransferase","O-acyltransferase","Lipid transport and metabolism","Lipid transport and metabolism"
"110","CH_CC","OG0005039","Ofaveolata015148","Ssiderea051151",3.56516867657028,3.35001214709298,NA,"calcium ion-regulated exocytosis of neurotransmitter",NA,"Function Unknown"
"111","CH_CC","OG0005081","Ofaveolata023286","Ssiderea005295",-1.42677434788817,-2.63740937319113,"Signal transducer activity. It is involved in the biological process described with intracellular signal transduction","SH2B adapter protein","Signal transduction mechanisms","Signal transduction mechanisms"
"112","CH_CC","OG0005139","Ofaveolata004470","Ssiderea053264",-2.55389826026888,-25.4082604833148,"GXGXG motif","glutamate synthase (NADH) activity. It is involved in the biological process described with oxidation-reduction process","Amino acid transport and metabolism","Amino acid transport and metabolism"
"113","CH_CC","OG0005204","Ofaveolata017010","Ssiderea039255",4.66305353079932,1.25594288309782,"adenylate cyclase-activating G-protein coupled receptor signaling pathway","Belongs to the G-protein coupled receptor 2 family","Signal transduction mechanisms","Signal transduction mechanisms"
"114","CH_CC","OG0005250","Ofaveolata029294","Ssiderea033145",-1.69686530234982,7.85730709800244,"Belongs to the oxygen-dependent FAD-linked oxidoreductase family","PFAM FAD linked oxidase domain protein","Energy production and conversion","Energy production and conversion"
"115","CH_CC","OG0005407","Ofaveolata014376","Ssiderea004853",-3.26267588939362,-6.52014102941643,"glycine biosynthetic process from serine","glycine biosynthetic process from serine","Amino acid transport and metabolism","Amino acid transport and metabolism"
"116","CH_CC","OG0005424","Ofaveolata008015","Ssiderea009517",-1.98325397065186,-4.3961723198934,"regulation of T cell differentiation in thymus","regulation of T cell differentiation in thymus","Replication, recombination and repair","Replication, recombination and repair"
"117","CH_CC","OG0005451","Ofaveolata013725","Ssiderea049211",-1.01061489557095,-1.64514269699069,"Involved in intracellular signal transduction mediated by cytokines and growth factors. When associated with STAM, it suppresses DNA signaling upon stimulation by IL-2 and GM-CSF. Could be a direct effector of PI3-kinase in vesicular pathway via early endosomes and may regulate trafficking to early and late endosomes by recruiting clathrin. May concentrate ubiquitinated receptors within clathrin-coated regions. Involved in down- regulation of receptor tyrosine kinase via multivesicular body (MVBs) when complexed with STAM (ESCRT-0 complex). The ESCRT-0 complex binds ubiquitin and acts as sorting machinery that recognizes ubiquitinated receptors and transfers them to further sequential lysosomal sorting trafficking processes. May contribute to the efficient recruitment of SMADs to the activin receptor complex. Involved in receptor recycling via its association with the CART complex, a multiprotein complex required for efficient transferrin receptor recycling but not for EGFR degradation","Involved in intracellular signal transduction mediated by cytokines and growth factors. When associated with STAM, it suppresses DNA signaling upon stimulation by IL-2 and GM-CSF. Could be a direct effector of PI3-kinase in vesicular pathway via early endosomes and may regulate trafficking to early and late endosomes by recruiting clathrin. May concentrate ubiquitinated receptors within clathrin-coated regions. Involved in down- regulation of receptor tyrosine kinase via multivesicular body (MVBs) when complexed with STAM (ESCRT-0 complex). The ESCRT-0 complex binds ubiquitin and acts as sorting machinery that recognizes ubiquitinated receptors and transfers them to further sequential lysosomal sorting trafficking processes. May contribute to the efficient recruitment of SMADs to the activin receptor complex. Involved in receptor recycling via its association with the CART complex, a multiprotein complex required for efficient transferrin receptor recycling but not for EGFR degradation","",""
"118","CH_CC","OG0005469","Ofaveolata024493","Ssiderea005742",-1.01218285573676,-2.25009507882548,"intracellular distribution of mitochondria","intracellular distribution of mitochondria",NA,"Function Unknown"
"119","CH_CC","OG0005483","Ofaveolata004231","Ssiderea036455",2.07425116796353,-5.90399513066477,NA,NA,NA,NA
"120","CH_CC","OG0005521","Ofaveolata021922","Ssiderea023552",2.51041011076221,3.53735941661921,"Suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)","suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)","",""
"121","CH_CC","OG0005544","Ofaveolata032923","Ssiderea026461",-1.03178550397199,-2.09372339887033,"homolog subfamily C member 7","homolog subfamily C member 7","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"122","CH_CC","OG0005579","Ofaveolata029931","Ssiderea024198",-1.80786649178062,1.23554711289368,"metal ion binding","metal ion binding","Transcription","Transcription"
"123","CH_CC","OG0005685","Ofaveolata032514","Ssiderea034877",1.44534416196069,1.53660965952536,NA,"Transcriptional regulatory protein LGE1",NA,"Function Unknown"
"124","CH_CC","OG0005698","Ofaveolata013555","Ssiderea000112",-2.90738580065584,-2.71542887128826,"FMN transmembrane transporter activity","FMN transmembrane transporter activity","Energy production and conversion","Energy production and conversion"
"125","CH_CC","OG0005716","Ofaveolata003304","Ssiderea046375",2.14146727540729,2.3120412054822,"EF-hand domain family, member","EF-hand domain family, member",NA,"Function Unknown"
